Lobbyist,Client,Position,Start date,End date,Bill #,Subject
"GOFF, ERIN E",US Anesthesia Partners of Colorado,Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"HACKENBERGER, MICKI M",US Anesthesia Partners of Colorado,Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"LaBriola, Lisa",US Anesthesia Partners of Colorado,Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Neimond, Kevin",USAP ( US Anesthesia Partners of Colorado),Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Hackenberger, Carrie",USAP (US Anesthesia Partners of Colorado),Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
Husch Blackwell Strategies,USAP (US Anesthesia Partners of Colorado),Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Lo, Elizabeth",USAP (US Anesthesia Partners of Colorado),Monitoring,02/01/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Cook, Mariah Catherine",Vivage Quality Health Partners,Amending,01/22/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Sewald, R.D.",Vivage Quality Health Partners,Amending,01/31/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
Sloan & Associates Public Affairs,Westminster Chamber of Commerce,Monitoring,01/31/2024,06/30/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Zaslow, Zachary Aaron",Children's Hospital Colorado,Monitoring,01/12/2024,06/12/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Aponte Public Affairs, Inc.",American Academy of Pediatrics ( AAP),Monitoring,01/12/2024,05/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Hentze, Iris",American Academy of Pediatrics (AAP),Monitoring,01/14/2024,05/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Hanson, Emily Stewart",Colorado Department of Human Services,,02/01/2024,05/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Riester, Jefferey",Colorado Department of Law,,01/01/2024,05/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Ewing, Joshua",Colorado Hospital Association,Amending,02/13/2024,05/16/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Young, Saskia",Colorado Association of Health Plans,Monitoring,01/29/2024,05/15/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Steiner, Dana Ruth",Colorado Freedom Fund,Supporting,01/10/2024,05/14/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Wallace, Rebecca Teitelbaum",Colorado Freedom Fund,Supporting,01/10/2024,05/14/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Virtual Operations, LLC",Acupuncture Association of Colorado,Monitoring,01/28/2024,05/12/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Cosway, Coral",Alzheimer's Association of Colorado,Supporting,01/10/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"DK Global Consulting, LLC",Colorado Ceasefire Legislative Action,Monitoring,02/19/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"McGihon, Anne",Colorado Ceasefire Legislative Action,Monitoring,02/20/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Stonner, Hope Alina",Colorado Consumer Health Initiative,Supporting,01/16/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Weaver Strategies, LLC",Colorado Springs Chamber & EDC,Monitoring,01/29/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Weaver Strategies, LLC",Independent Higher Education of Colorado,Monitoring,01/24/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Staberg, Christine R",Intermountain Healthcare,Amending,02/26/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"The Capstone Group, LLC",Intermountain Healthcare,Amending,02/26/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Snyder, Lauren Kristine",Mental Health Colorado,Supporting,01/16/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
Colorado Legislative Strategies,South Metro Denver Chamber,Monitoring,02/07/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"LAYTON, MELANIE M.",South Metro Denver Chamber,Monitoring,02/07/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"VORTHMANN, GARIN",South Metro Denver Chamber,Monitoring,02/07/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Wood, Andrew T.",South Metro Denver Chamber,Monitoring,02/07/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Woodhouse, Caroline",South Metro Denver Chamber,Monitoring,02/07/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
EB Public Affairs LLC,The Women's Lobby of Colorado,Supporting,02/28/2024,05/08/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Erb Zager, Kelly",Colorado Rural Health Center,Monitoring,01/23/2024,02/27/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Brownstein Hyatt Farber Schreck, LLP",AdventHealth,Monitoring,01/19/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Jones, Abby M",AdventHealth,Monitoring,01/19/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"KUIPERS, MELISSA L",AdventHealth,Monitoring,01/19/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Meeks, Jia",AdventHealth,Monitoring,01/19/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Whelan, Sloane",AdventHealth,Monitoring,01/19/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
REES CONSULTING AND PUBLIC AFFAIRS,Common Spirit,Monitoring,02/04/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
Denver Health,Denver Health,Opposing,02/23/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Staberg, Christine R",Intermountain Healthcare,Monitoring,02/13/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"The Capstone Group, LLC",Intermountain Healthcare,Monitoring,02/13/2024,02/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Farmer, Edwin Doug""""",Colorado Health Care Association,Monitoring,02/05/2024,02/25/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Wolf, Kathryn",Denver Health,Opposing,02/22/2024,02/25/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Howes, Angela Baker",Denver Health,Opposing,02/20/2024,02/24/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Amending,01/29/2024,02/24/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Amending,01/29/2024,02/24/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Amending,01/29/2024,02/24/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Aponte Public Affairs, Inc.",Colorado Radiological Society (CRS),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"BUSAM, EDIE A",Colorado Radiological Society (CRS),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"BUSAM, EDIE A",Colorado Society of Anesthesiologists (CSA),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Aponte Public Affairs, Inc.",Colorado Society of Anesthesiology (CSA),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Aponte Public Affairs, Inc.",Colorado Society of Oral & Maxillofacial Surgeons (CSOMS),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"BUSAM, EDIE A",Colorado Society of Oral & Maxillofacial Surgeons (CSOMS),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Aponte Public Affairs, Inc.",Pediatrix Medical Group (PMG),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"BUSAM, EDIE A",Pediatrix Medical Group (PMG),Monitoring,01/29/2024,01/31/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,01/23/2024,01/29/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,01/23/2024,01/29/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,01/23/2024,01/29/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Leyba, Kallie",AFT Colorado,Monitoring,01/12/2024,01/26/2024,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"McCarthy, Danny",Colorado Criminal Defense Bar,Supporting,12/01/2023,12/31/2023,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Mendez, Barkis and Associates",Colorado Criminal Defense Bar,Supporting,12/01/2023,12/31/2023,HB24-1066,Prevent Workplace Violence in Health-Care Settings
"Moldovan, Karen",AARP,Supporting,02/22/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Mendez, Barkis and Associates",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Pitlik, Amy",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Furman, Daniel","Cigna Corporate Services, LLC",Monitoring,02/19/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Monitoring,02/19/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Snow, Erin E","Cigna Corporate Services, LLC",Monitoring,02/19/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Wager, Jacob W","Cigna Corporate Services, LLC",Monitoring,02/19/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Frontline Public Affairs (Miles Consulting, Inc.)",Colorado Center on Law and Policy,Supporting,03/12/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"MILES, JENNIFER L",Colorado Center on Law and Policy,Supporting,03/12/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Wallat, Katherine",Colorado Center on Law and Policy,Supporting,03/07/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Ward, Lisa Ann",Colorado Center on Law and Policy,Supporting,03/12/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Adam, Fox Bennett",Colorado Consumer Health Initiative,Supporting,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Cruz, Isabel Ariel",Colorado Consumer Health Initiative,Supporting,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Monitoring,02/23/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Monitoring,02/23/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Frazier, Bridget",Colorado Hospital Association,Monitoring,02/23/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"MCKENNA, JULIE",Colorado Hospital Association,Monitoring,02/23/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Mizer, Susanna",Colorado Hospital Association,Monitoring,02/23/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Cook, Mariah Catherine",Connect for Health Colorado,Supporting,03/28/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
Sewald Hanfling Public Affairs,Connect for Health Colorado,Supporting,03/28/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Sewald, R.D.",Connect for Health Colorado,Supporting,04/30/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Orrange Political Strategies, LLC","Elevance Health, and its Affiliates dba Anthem, Inc.",Monitoring,02/20/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"WEISS, REBECCA L","Elevance Health, and its Affiliates dba Anthem, Inc.",Monitoring,02/21/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Berry, Travis David",KAISER PERMANENTE,Monitoring,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
Politicalworks,KAISER PERMANENTE,Monitoring,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"TIBBALS, KAYLA",United Health Care/United Health Group,Monitoring,02/15/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Monitoring,02/14/2024,06/30/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Ewing, Joshua",Colorado Hospital Association,Monitoring,02/23/2024,05/16/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Young, Saskia",Colorado Association of Health Plans,Monitoring,02/19/2024,05/15/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Weaver Strategies, LLC",US of Care Action,Supporting,02/27/2024,05/08/2024,HB24-1258,Credit Covered Person Expenses Insurer Insolvency
"Moldovan, Karen",AARP,Supporting,02/08/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Mendez, Barkis and Associates",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Pitlik, Amy",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
Emma Hudson Consulting LLC,Chronic Care Collaborative,Supporting,02/13/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Furman, Daniel","Cigna Corporate Services, LLC",Amending,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Amending,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Snow, Erin E","Cigna Corporate Services, LLC",Amending,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Wager, Jacob W","Cigna Corporate Services, LLC",Amending,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Arnold, Brandon",Colorado Association of Health Plans,Amending,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"JLH Consulting & Public Affairs, LLC",Colorado Association of Health Plans,Amending,01/30/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Anderson, Polly",Colorado Community Health Network,Supporting,02/01/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Brooks, Stephanie",Colorado Community Health Network,Supporting,02/01/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"McElwain, Kate",Colorado Community Health Network,Supporting,02/01/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Preuss, Shoshi",Colorado Community Health Network,Supporting,02/01/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Ward, Lisa Ann",Colorado Community Health Network,Supporting,02/02/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Capitol Focus, LLC",Colorado Employer Benefit Trust,Monitoring,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Gates, Landon",Colorado Employer Benefit Trust,Monitoring,01/29/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Herzberg, Brock",Colorado Employer Benefit Trust,Monitoring,01/23/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
"Frazier, Bridget",Colorado Hospital Association,Monitoring,02/09/2024,06/30/2024,HB24-1113,Credit for Paid Health Insurance Deductible
